sample_name,cluster_16S,cluster_18S,replicate,serial_number,project_id,project_title,project_description,project_proposal,notes,collection_date_only,collection_time_local_only,station,region,distance,degrees_latitude,degrees_longitude,Chla_wsw,Chla_<20,Chla_>20,depth_meters,depth_category,ctd_bottle_no,volume_filtered_ml,sample_collection_device,sample_collection_method,sample_material_procesing,size_fraction,env_material,sample_type,temp,salinity,pressure,temp_station,temp_depth,ctdoxy,oxygen,phosphate,silicate,nitrate,nitrite,nitrate_nitrite,nh4,dic,total_alkalinity,pCO2_uncorrected,pH_uncorrected,carbonate,OMEGA_AR,pH_corrected,pCO2_corrected,dna_sample_number,dna_conc,dna_yield,dna_yield_filtered,plate,plate_name,well_number,well_position,station_depth,ship_crs_expocode,woce_sect,date,utc_time,lat_lon,submitted_to_insdc,investigation_type,samp_mat_process,target_gene,additional_notes,notes_on_bottle_metadata,seascape_class,seascape_probability,seascape_window,transmittance,fluorescence,Hydrogen_ion,alk_dic_ratio,alk_dic_oa
GOMECC4_MERIDA_Sta97_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_319,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/11/21,07:26-04:00,Sta97,MERIDA,offshore,22.971,90.499,NA,NA,NA,957,Deep,1,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.403,34.927,965,5.403_97,5.403_957,164.1,163.049,1.74943,25.2584,26.8819,0.0039,26.8858,0.22844,2212.47,2327.71,959.45,7.6356,93.1316,1.157,7.9,525,319,0.06625,9.9375,5.018939394,Plate2,GOMECC2021_Plate2,66,B9,97_957,WBTSRHB,RB2103,10/11/21,11:51+00:00,22.971_90.499,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.658360422,8-day,3.3606,0.0325,1.26E-08,1.052086582,Low
GOMECC4_MERIDA_Sta97_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_320,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/11/21,07:26-04:00,Sta97,MERIDA,offshore,22.971,90.499,NA,NA,NA,957,Deep,1,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.403,34.927,965,5.403_97,5.403_957,164.1,163.049,1.74943,25.2584,26.8819,0.0039,26.8858,0.22844,2212.47,2327.71,959.45,7.6356,93.1316,1.157,7.9,525,320,0.1534,23.01,11.73979592,Plate2,GOMECC2021_Plate2,65,A9,97_957,WBTSRHB,RB2103,10/11/21,11:51+00:00,22.971_90.499,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.658360422,8-day,3.3606,0.0325,1.26E-08,1.052086582,Low
GOMECC4_27N_Sta4_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_009,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,9/14/21,19:47-04:00,Sta4,27N,offshore,26.994,79.859,NA,NA,NA,267,Deep,3,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.082,35.251,269,10.082_4,10.082_267,122.6,124.018,1.60407,15.1552,25.7345,0.01269,25.7472,0.6307,2207.87,2324.89,921.15,7.64656,97.1223,1.379,7.86,640,9,0.09684,14.526,7.263,Plate4,GOMECC2021_Plate4,64,H8,4_267,WBTSRHB,RB2103,9/15/21,1:00+00:00,26.994_79.859,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM was around 75 m.,,15,0.494018734,8-day,4.6367,0.0323,1.38E-08,1.053001309,Low
GOMECC4_27N_Sta4_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_010,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/14/21,19:47-04:00,Sta4,27N,offshore,26.994,79.859,NA,NA,NA,267,Deep,3,1990,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.082,35.251,269,10.082_4,10.082_267,122.6,124.018,1.60407,15.1552,25.7345,0.01269,25.7472,0.6307,2207.87,2324.89,921.15,7.64656,97.1223,1.379,7.86,640,10,0.1373,20.595,10.34924623,Plate4,GOMECC2021_Plate4,49,A7,4_267,WBTSRHB,RB2103,9/15/21,1:00+00:00,26.994_79.859,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.494018734,8-day,4.6386,0.0323,1.38E-08,1.053001309,Low
GOMECC4_27N_Sta4_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_011,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/14/21,19:47-04:00,Sta4,27N,offshore,26.994,79.859,NA,NA,NA,267,Deep,3,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.082,35.251,269,10.082_4,10.082_267,122.6,124.018,1.60407,15.1552,25.7345,0.01269,25.7472,0.6307,2207.87,2324.89,921.15,7.64656,97.1223,1.379,7.86,640,11,0.2083,31.245,15.78030303,Plate4,GOMECC2021_Plate4,59,C8,4_267,WBTSRHB,RB2103,9/15/21,1:00+00:00,26.994_79.859,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.494018734,8-day,4.6367,0.0323,1.38E-08,1.053001309,Low
GOMECC4_CANCUN_Sta118_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_402,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/21,22:00-04:00,Sta118,CANCUN,offshore,21.633,86.242,0.002,0.002,0,1045,Deep,3,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.186,34.934,1054,5.186_118,5.186_1045,175.1,176.597,1.69549,24.7901,25.9604,0.01074,25.9711,0.2245,2212.260586,2329.74,922.33,7.65107,97.1536,1.15,7.905,511,402,0.01741,2.6115,1.318939394,Plate6,GOMECC2021_Plate6,10,B2,118_1045,WBTSRHB,RB2103,10/16/21,2:37+00:00,21.633_86.242,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 18.,3,0.41164425,8-day,4.4612,0.0339,1.24E-08,1.053103787,Low
GOMECC4_CANCUN_Sta118_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_403,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/21,22:00-04:00,Sta118,CANCUN,offshore,21.633,86.242,0.002,0.002,0,1045,Deep,3,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.186,34.934,1054,5.186_118,5.186_1045,175.1,176.597,1.69549,24.7901,25.9604,0.01074,25.9711,0.2245,2212.260586,2329.74,922.33,7.65107,97.1536,1.15,7.905,511,403,0.0186,2.79,1.395,Plate6,GOMECC2021_Plate6,11,C2,118_1045,WBTSRHB,RB2103,10/16/21,2:37+00:00,21.633_86.242,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.41164425,8-day,4.4612,0.0339,1.24E-08,1.053103787,Low
GOMECC4_CANCUN_Sta118_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_404,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/15/21,22:00-04:00,Sta118,CANCUN,offshore,21.633,86.242,0.002,0.002,0,1045,Deep,3,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.186,34.934,1054,5.186_118,5.186_1045,175.1,176.597,1.69549,24.7901,25.9604,0.01074,25.9711,0.2245,2212.260586,2329.74,922.33,7.65107,97.1536,1.15,7.905,511,404,0.07264,10.896,5.675,Plate6,GOMECC2021_Plate6,4,D1,118_1045,WBTSRHB,RB2103,10/16/21,2:37+00:00,21.633_86.242,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.41164425,8-day,4.4612,0.0339,1.24E-08,1.053103787,Low
GOMECC4_FLSTRAITS_Sta123_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_432,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,19:06-04:00,Sta123,FLSTRAITS,inshore,24.735,80.622,NA,NA,NA,135,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.441,35.271,136,10.4409999999999_123,10.4409999999999_135,118.4,118.231,1.54294,13.8494,25.3517,0.02635,25.378,0.10833,2207.7,2329.32,912.87,7.64947,97.6356,1.456,7.871,632,432,0.08007,12.0105,6.00525,Plate5,GOMECC2021_Plate5,70,F9,123_135,WBTSRHB,RB2103,10/17/21,23:09+00:00,24.735_80.622,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 50 m.,,15,0.601499379,8-day,4.6504,0.0337,1.35E-08,1.055089007,Low
GOMECC4_FLSTRAITS_Sta123_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_433,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,19:06-04:00,Sta123,FLSTRAITS,inshore,24.735,80.622,NA,NA,NA,135,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.441,35.271,136,10.4409999999999_123,10.4409999999999_135,118.4,118.231,1.54294,13.8494,25.3517,0.02635,25.378,0.10833,2207.7,2329.32,912.87,7.64947,97.6356,1.456,7.871,632,433,0.06059,9.0885,4.54425,Plate5,GOMECC2021_Plate5,72,H9,123_135,WBTSRHB,RB2103,10/17/21,23:09+00:00,24.735_80.622,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.601499379,8-day,4.6504,0.0337,1.35E-08,1.055089007,Low
GOMECC4_FLSTRAITS_Sta123_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_434,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,19:06-04:00,Sta123,FLSTRAITS,inshore,24.735,80.622,NA,NA,NA,135,Deep,2,2020,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.441,35.271,136,10.4409999999999_123,10.4409999999999_135,118.4,118.231,1.54294,13.8494,25.3517,0.02635,25.378,0.10833,2207.7,2329.32,912.87,7.64947,97.6356,1.456,7.871,632,434,0.1095,16.425,8.131188119,Plate5,GOMECC2021_Plate5,75,C10,123_135,WBTSRHB,RB2103,10/17/21,23:09+00:00,24.735_80.622,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 8.,15,0.601499379,8-day,4.6504,0.0337,1.35E-08,1.055089007,Low
GOMECC4_PENSACOLA_Sta33_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_102,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/23/21,19:50-04:00,Sta33,PENSACOLA,offshore,29.463,87.236,0.002,0.004,0,344,Deep,4,1820,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.589,35.281,347,10.589_33,10.589_344,115.6,117.046,1.55298,13.5225,25.2396,0.01072,25.2503,0.31976,2204.75,2326.75,927.24,7.65256,98.5504,1.402,7.862,632,102,0.4224,63.36,34.81318681,Plate4,GOMECC2021_Plate4,2,B1,33_344,WBTSRHB,RB2103,9/24/21,6:00+00:00,29.463_87.236,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 50 m.,,13,0.46365726,8-day,4.7151,0.0327,1.37E-08,1.055335072,Low
GOMECC4_PENSACOLA_Sta33_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_103,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/23/21,19:50-04:00,Sta33,PENSACOLA,offshore,29.463,87.236,0.002,0.004,0,344,Deep,4,1740,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.589,35.281,347,10.589_33,10.589_344,115.6,117.046,1.55298,13.5225,25.2396,0.01072,25.2503,0.31976,2204.75,2326.75,927.24,7.65256,98.5504,1.402,7.862,632,103,0.2322,34.83,20.01724138,Plate4,GOMECC2021_Plate4,20,D3,33_344,WBTSRHB,RB2103,9/24/21,6:00+00:00,29.463_87.236,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.46365726,8-day,4.7151,0.0327,1.37E-08,1.055335072,Low
GOMECC4_PENSACOLA_Sta33_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_104,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/23/21,19:50-04:00,Sta33,PENSACOLA,offshore,29.463,87.236,0.002,0.004,0,344,Deep,4,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,10.589,35.281,347,10.589_33,10.589_344,115.6,117.046,1.55298,13.5225,25.2396,0.01072,25.2503,0.31976,2204.75,2326.75,927.24,7.65256,98.5504,1.402,7.862,632,104,0.1855,27.825,15.12228261,Plate4,GOMECC2021_Plate4,17,A3,33_344,WBTSRHB,RB2103,9/24/21,6:00+00:00,29.463_87.236,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.46365726,8-day,4.7151,0.0327,1.37E-08,1.055335072,Low
GOMECC4_CAPECORAL_Sta140_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_468,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/20/21,09:23-04:00,Sta140,CAPECORAL,offshore,25.658,84.715,0,0.005,0,1087,Deep,1,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.136,34.934,1096,5.136_140,5.136_1087,170.1,175.267,1.70643,25.1201,25.8503,0.01269,25.863,0.12984,2205.61,2329.33,919.13,7.65011,#N/A,1.181,7.922,488,468,0.02915,4.3725,2.18625,Plate5,GOMECC2021_Plate5,33,A5,140_1087,WBTSRHB,RB2103,10/20/21,13:47+00:00,25.658_84.715,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 70 m.,,3,0.588048458,8-day,4.6265,0.0333,1.20E-08,1.056093326,Low
GOMECC4_CAPECORAL_Sta140_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_469,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/20/21,09:23-04:00,Sta140,CAPECORAL,offshore,25.658,84.715,0,0.005,0,1087,Deep,1,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.136,34.934,1096,5.136_140,5.136_1087,170.1,175.267,1.70643,25.1201,25.8503,0.01269,25.863,0.12984,2205.61,2329.33,919.13,7.65011,#N/A,1.181,7.922,488,469,0.01826,2.739,1.3695,Plate5,GOMECC2021_Plate5,37,E5,140_1087,WBTSRHB,RB2103,10/20/21,13:47+00:00,25.658_84.715,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 9.,3,0.588048458,8-day,4.6265,0.0333,1.20E-08,1.056093326,Low
GOMECC4_CAPECORAL_Sta140_Deep_C,Cluster 1,Cluster 1,C,GOMECC4_470,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/20/21,09:23-04:00,Sta140,CAPECORAL,offshore,25.658,84.715,0,0.005,0,1087,Deep,1,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,5.136,34.934,1096,5.136_140,5.136_1087,170.1,175.267,1.70643,25.1201,25.8503,0.01269,25.863,0.12984,2205.61,2329.33,919.13,7.65011,#N/A,1.181,7.922,488,470,1.349,202.35,101.175,Plate5,GOMECC2021_Plate5,41,A6,140_1087,WBTSRHB,RB2103,10/20/21,13:47+00:00,25.658_84.715,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.588048458,8-day,4.6265,0.0333,1.20E-08,1.056093326,Low
GOMECC4_CATOCHE_Sta107_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_366,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/21,13:47-04:00,Sta107,CATOCHE,offshore,23.088,86.273,0,0.001,0,1220,Deep,2,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,34.965,1231,4.366_107,4.366_1220,204.7,207.157,1.54186,25.5076,22.9776,0.00879,22.9864,0.13768,2198.89,2329.74,832.8,7.69072,107.219,1.19,7.947,448,366,0.01685,2.5275,1.276515152,Plate5,GOMECC2021_Plate5,68,D9,107_1220,WBTSRHB,RB2103,10/14/21,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.451076895,8-day,4.6489,0.0335,1.13E-08,1.059507297,Low
GOMECC4_CATOCHE_Sta107_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_367,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/21,13:47-04:00,Sta107,CATOCHE,offshore,23.088,86.273,0,0.001,0,1220,Deep,2,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,34.965,1231,4.366_107,4.366_1220,204.7,207.157,1.54186,25.5076,22.9776,0.00879,22.9864,0.13768,2198.89,2329.74,832.8,7.69072,107.219,1.19,7.947,448,367,0.02355,3.5325,1.682142857,Plate5,GOMECC2021_Plate5,80,H10,107_1220,WBTSRHB,RB2103,10/14/21,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 22.,5,0.451076895,8-day,4.6489,0.0335,1.13E-08,1.059507297,Low
GOMECC4_CATOCHE_Sta107_Deep_C,Cluster 3,Cluster 3,C,GOMECC4_368,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/21,13:47-04:00,Sta107,CATOCHE,offshore,23.088,86.273,0,0.001,0,1220,Deep,2,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.366,34.965,1231,4.366_107,4.366_1220,204.7,207.157,1.54186,25.5076,22.9776,0.00879,22.9864,0.13768,2198.89,2329.74,832.8,7.69072,107.219,1.19,7.947,448,368,0.0167,2.505,1.2525,Plate5,GOMECC2021_Plate5,73,A10,107_1220,WBTSRHB,RB2103,10/14/21,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.451076895,8-day,4.6489,0.0335,1.13E-08,1.059507297,Low
GOMECC4_LA_Sta38_Deep_A,Cluster 3,Cluster 3,A,GOMECC4_120,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/21,10:05-04:00,Sta38,LA,offshore,27.584,89.999,NA,NA,NA,1232,Deep,1,1880,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.505,34.959,1243,4.505_38,4.505_1232,199.1,200.023,1.58655,26.3357,23.6352,0.00976,23.6449,0.28216,2196.84,2333.39,852.41,7.68596,105.121,1.226,7.959,435,120,0.05519,8.2785,4.403457447,Plate1,GOMECC2021_Plate1,56,H7,38_1232,WBTSRHB,RB2103,9/25/21,14:34+00:00,27.584_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",DCM = 65 m.,,13,0.459246934,monthly,4.6983,0.0311,1.10E-08,1.062157463,Low
GOMECC4_LA_Sta38_Deep_B,Cluster 3,Cluster 3,B,GOMECC4_121,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/21,10:05-04:00,Sta38,LA,offshore,27.584,89.999,NA,NA,NA,1232,Deep,1,1900,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.505,34.959,1243,4.505_38,4.505_1232,199.1,200.023,1.58655,26.3357,23.6352,0.00976,23.6449,0.28216,2196.84,2333.39,852.41,7.68596,105.121,1.226,7.959,435,121,0.04914,7.371,3.879473684,Plate1,GOMECC2021_Plate1,52,D7,38_1232,WBTSRHB,RB2103,9/25/21,14:34+00:00,27.584_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.459246934,monthly,4.6983,0.0311,1.10E-08,1.062157463,Low
GOMECC4_LA_Sta38_Deep_C,Cluster 3,Cluster 1,C,GOMECC4_122,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/21,10:05-04:00,Sta38,LA,offshore,27.584,89.999,NA,NA,NA,1232,Deep,1,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,4.505,34.959,1243,4.505_38,4.505_1232,199.1,200.023,1.58655,26.3357,23.6352,0.00976,23.6449,0.28216,2196.84,2333.39,852.41,7.68596,105.121,1.226,7.959,435,122,0.3591,53.865,28.0546875,Plate1,GOMECC2021_Plate1,54,F7,38_1232,WBTSRHB,RB2103,9/25/21,14:34+00:00,27.584_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,"No bottle data for # 14, take closest depth (bottle 13).",13,0.459246934,monthly,4.6983,0.0311,1.10E-08,1.062157463,Low
